record_id,row_index,image_rel,raw_score_text,qwen_raw_text,ocr_text,final_score,final_source,need_review,review_reason,manual_score,review_note
file_00083,0,score_annotation_export/score_crops/file_00083_row_00.png,6.665E+12,10,10,10,qwen,FALSE,,,
file_00083,1,score_annotation_export/score_crops/file_00083_row_01.png,2829645,233,233,233,qwen,TRUE,low_box_conf,,
file_00083,2,score_annotation_export/score_crops/file_00083_row_02.png,445452,22,22,22,qwen,TRUE,low_box_conf,,
file_00083,3,score_annotation_export/score_crops/file_00083_row_03.png,286952,2,2,2,qwen,TRUE,low_box_conf,,
file_00083,4,score_annotation_export/score_crops/file_00083_row_04.png,922101,22,22,22,qwen,TRUE,low_box_conf,,
file_00084,0,score_annotation_export/score_crops/file_00084_row_00.png,222,17,17,17,qwen,TRUE,qwen_raw_mismatch,,
file_00084,1,score_annotation_export/score_crops/file_00084_row_01.png,8882,249,249,249,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00084,2,score_annotation_export/score_crops/file_00084_row_02.png,55595,39,39,39,qwen,FALSE,,,
file_00084,3,score_annotation_export/score_crops/file_00084_row_03.png,222,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00084,4,score_annotation_export/score_crops/file_00084_row_04.png,222,36,36,36,qwen,TRUE,qwen_raw_mismatch,,
file_00084,5,score_annotation_export/score_crops/file_00084_row_05.png,522,5,5,5,qwen,TRUE,qwen_raw_mismatch,,
file_00085,0,score_annotation_export/score_crops/file_00085_row_00.png,333000000,13,13,13,qwen,FALSE,,,
file_00085,1,score_annotation_export/score_crops/file_00085_row_01.png,203059,2,2,2,qwen,FALSE,,,
file_00085,2,score_annotation_export/score_crops/file_00085_row_02.png,500,1,1,1,qwen,FALSE,,,
file_00085,3,score_annotation_export/score_crops/file_00085_row_03.png,666000000,2,2,2,qwen,FALSE,,,
file_00085,4,score_annotation_export/score_crops/file_00085_row_04.png,0,2,2,2,qwen,FALSE,,,
file_00085,5,score_annotation_export/score_crops/file_00085_row_05.png,0,2,2,2,qwen,FALSE,,,
file_00085,6,score_annotation_export/score_crops/file_00085_row_06.png,2500,4,4,4,qwen,FALSE,,,
file_00085,7,score_annotation_export/score_crops/file_00085_row_07.png,0,1,1,1,qwen,FALSE,,,
file_00085,8,score_annotation_export/score_crops/file_00085_row_08.png,40268,3,3,3,qwen,TRUE,qwen_raw_mismatch,,
file_00085,9,score_annotation_export/score_crops/file_00085_row_09.png,666000000,1,1,1,qwen,FALSE,,,
file_00085,10,score_annotation_export/score_crops/file_00085_row_10.png,222,0,0,0,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00086,0,score_annotation_export/score_crops/file_00086_row_00.png,2020000000,5,5,5,qwen,TRUE,low_box_conf,,
file_00086,1,score_annotation_export/score_crops/file_00086_row_01.png,66659,142,142,142,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00086,2,score_annotation_export/score_crops/file_00086_row_02.png,555,13,13,13,qwen,TRUE,low_box_conf,,
file_00086,3,score_annotation_export/score_crops/file_00086_row_03.png,19992010,2,2,2,qwen,FALSE,,,
file_00086,4,score_annotation_export/score_crops/file_00086_row_04.png,174000000,14,14,14,qwen,FALSE,,,
file_00086,5,score_annotation_export/score_crops/file_00086_row_05.png,0,1,1,1,qwen,FALSE,,,
file_00087,0,score_annotation_export/score_crops/file_00087_row_00.png,555289,91,91,91,qwen,FALSE,,,
file_00087,1,score_annotation_export/score_crops/file_00087_row_01.png,555452,7,7,7,qwen,FALSE,,,
file_00087,2,score_annotation_export/score_crops/file_00087_row_02.png,2.02001E+11,1,1,1,qwen,TRUE,low_box_conf,,
file_00087,3,score_annotation_export/score_crops/file_00087_row_03.png,66642559,1,1,1,qwen,TRUE,low_box_conf,,
file_00087,4,score_annotation_export/score_crops/file_00087_row_04.png,5552500,7,7,7,qwen,TRUE,low_box_conf,,
file_00087,5,score_annotation_export/score_crops/file_00087_row_05.png,0,15,15,15,qwen,FALSE,,,
file_00087,6,score_annotation_export/score_crops/file_00087_row_06.png,0,10,10,10,qwen,FALSE,,,
file_00087,7,score_annotation_export/score_crops/file_00087_row_07.png,331101101,10,10,10,qwen,FALSE,,,
file_00087,8,score_annotation_export/score_crops/file_00087_row_08.png,333000000,1,1,1,qwen,TRUE,low_box_conf,,
file_00087,9,score_annotation_export/score_crops/file_00087_row_09.png,0,4,4,4,qwen,FALSE,,,
file_00088,0,score_annotation_export/score_crops/file_00088_row_00.png,55559,13,13,13,qwen,TRUE,low_box_conf,,
file_00088,1,score_annotation_export/score_crops/file_00088_row_01.png,7772,53,53,53,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00088,2,score_annotation_export/score_crops/file_00088_row_02.png,6665000,1,1,1,qwen,TRUE,low_box_conf,,
file_00088,3,score_annotation_export/score_crops/file_00088_row_03.png,555,21,21,21,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00088,4,score_annotation_export/score_crops/file_00088_row_04.png,3857,1,1,1,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00089,0,score_annotation_export/score_crops/file_00089_row_00.png,1989,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00089,1,score_annotation_export/score_crops/file_00089_row_01.png,4442500,2,2,2,qwen,FALSE,,,
file_00089,2,score_annotation_export/score_crops/file_00089_row_02.png,456707,5,5,5,qwen,FALSE,,,
file_00089,3,score_annotation_export/score_crops/file_00089_row_03.png,555555,2,2,2,qwen,FALSE,,,
file_00089,4,score_annotation_export/score_crops/file_00089_row_04.png,607500,5,5,5,qwen,FALSE,,,
file_00089,5,score_annotation_export/score_crops/file_00089_row_05.png,2820959,2,2,2,qwen,FALSE,,,
file_00089,6,score_annotation_export/score_crops/file_00089_row_06.png,2020,0,0,0,qwen,TRUE,qwen_raw_mismatch,,
file_00089,7,score_annotation_export/score_crops/file_00089_row_07.png,555,2,2,2,qwen,TRUE,qwen_raw_mismatch,,
file_00089,8,score_annotation_export/score_crops/file_00089_row_08.png,3000,7,7,7,qwen,TRUE,qwen_raw_mismatch,,
file_00089,9,score_annotation_export/score_crops/file_00089_row_09.png,555000000,1,1,1,qwen,TRUE,low_box_conf,,
file_00090,0,score_annotation_export/score_crops/file_00090_row_00.png,252,18,18,18,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00090,1,score_annotation_export/score_crops/file_00090_row_01.png,650,207,207,207,qwen,TRUE,qwen_raw_mismatch,,
file_00090,2,score_annotation_export/score_crops/file_00090_row_02.png,55545,31,31,31,qwen,FALSE,,,
file_00090,3,score_annotation_export/score_crops/file_00090_row_03.png,55505,1,1,1,qwen,FALSE,,,
file_00090,4,score_annotation_export/score_crops/file_00090_row_04.png,25559,62,62,62,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00090,5,score_annotation_export/score_crops/file_00090_row_05.png,3.33E+14,1,1,1,qwen,TRUE,low_box_conf,,
file_00091,0,score_annotation_export/score_crops/file_00091_row_00.png,5.55E+14,2,2,2,qwen,TRUE,low_box_conf,,
file_00091,1,score_annotation_export/score_crops/file_00091_row_01.png,5272,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00091,2,score_annotation_export/score_crops/file_00091_row_02.png,5.55444E+11,5,5,5,qwen,TRUE,low_box_conf,,
file_00091,3,score_annotation_export/score_crops/file_00091_row_03.png,282,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00091,4,score_annotation_export/score_crops/file_00091_row_04.png,801,1,1,1,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00091,5,score_annotation_export/score_crops/file_00091_row_05.png,,UNKNOWN,,,review_required,TRUE,low_box_conf|no_valid|qwen_unknown,,
file_00092,0,score_annotation_export/score_crops/file_00092_row_00.png,6665000,25,25,25,qwen,TRUE,low_box_conf,,
file_00092,1,score_annotation_export/score_crops/file_00092_row_01.png,232150,28,28,28,qwen,TRUE,low_box_conf,,
file_00092,2,score_annotation_export/score_crops/file_00092_row_02.png,59,39,39,39,qwen,FALSE,,,
file_00092,3,score_annotation_export/score_crops/file_00092_row_03.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00092,4,score_annotation_export/score_crops/file_00092_row_04.png,6665000,64,64,64,qwen,TRUE,low_box_conf,,
file_00092,5,score_annotation_export/score_crops/file_00092_row_05.png,0,3,3,3,qwen,TRUE,low_box_conf,,
file_00093,0,score_annotation_export/score_crops/file_00093_row_00.png,0,3,3,3,qwen,TRUE,low_box_conf,,
file_00093,1,score_annotation_export/score_crops/file_00093_row_01.png,4442000000,1,1,1,qwen,TRUE,low_box_conf,,
file_00093,2,score_annotation_export/score_crops/file_00093_row_02.png,333000000,2,2,2,qwen,TRUE,low_box_conf,,
file_00094,0,score_annotation_export/score_crops/file_00094_row_00.png,0,7,7,7,qwen,TRUE,low_box_conf,,
file_00094,1,score_annotation_export/score_crops/file_00094_row_01.png,455,122,122,122,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00094,2,score_annotation_export/score_crops/file_00094_row_02.png,456612,20,20,20,qwen,TRUE,low_box_conf,,
file_00094,3,score_annotation_export/score_crops/file_00094_row_03.png,555000000,1,1,1,qwen,TRUE,low_box_conf,,
file_00094,4,score_annotation_export/score_crops/file_00094_row_04.png,44559,14,14,14,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00094,5,score_annotation_export/score_crops/file_00094_row_05.png,555202,3,3,3,qwen,TRUE,low_box_conf,,
file_00095,0,score_annotation_export/score_crops/file_00095_row_00.png,3000659,2,2,2,qwen,TRUE,low_box_conf,,
file_00095,1,score_annotation_export/score_crops/file_00095_row_01.png,0,10,10,10,qwen,TRUE,low_box_conf,,
file_00095,2,score_annotation_export/score_crops/file_00095_row_02.png,268289,2,2,2,qwen,TRUE,low_box_conf,,
file_00095,3,score_annotation_export/score_crops/file_00095_row_03.png,206202,2,2,2,qwen,TRUE,low_box_conf,,
file_00095,4,score_annotation_export/score_crops/file_00095_row_04.png,3232000000,9,9,9,qwen,TRUE,low_box_conf,,
file_00095,5,score_annotation_export/score_crops/file_00095_row_05.png,0,2,2,2,qwen,TRUE,low_box_conf,,
file_00095,6,score_annotation_export/score_crops/file_00095_row_06.png,5000,0,0,0,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00095,7,score_annotation_export/score_crops/file_00095_row_07.png,4015005000,9,9,9,qwen,TRUE,low_box_conf,,
file_00095,8,score_annotation_export/score_crops/file_00095_row_08.png,3650000007,35,35,35,qwen,TRUE,low_box_conf,,
file_00095,9,score_annotation_export/score_crops/file_00095_row_09.png,0,50164,50164,50164,qwen,TRUE,low_box_conf,,
file_00095,10,score_annotation_export/score_crops/file_00095_row_10.png,0,1,1,1,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00096,0,score_annotation_export/score_crops/file_00096_row_00.png,191008,181,181,181,qwen,TRUE,low_box_conf,,
file_00096,1,score_annotation_export/score_crops/file_00096_row_01.png,5000,37,37,37,qwen,TRUE,qwen_raw_mismatch,,
file_00096,2,score_annotation_export/score_crops/file_00096_row_02.png,666444,0,0,0,qwen,FALSE,,,
file_00096,3,score_annotation_export/score_crops/file_00096_row_03.png,555555,29,29,29,qwen,TRUE,low_box_conf,,
file_00096,4,score_annotation_export/score_crops/file_00096_row_04.png,555289,2,2,2,qwen,TRUE,low_box_conf,,
file_00097,0,score_annotation_export/score_crops/file_00097_row_00.png,20172010,9,9,9,qwen,TRUE,low_box_conf,,
file_00097,1,score_annotation_export/score_crops/file_00097_row_01.png,333000000,49,49,49,qwen,TRUE,low_box_conf,,
file_00097,2,score_annotation_export/score_crops/file_00097_row_02.png,4.56E+14,19,19,19,qwen,TRUE,low_box_conf,,
file_00097,3,score_annotation_export/score_crops/file_00097_row_03.png,60002000000,1,1,1,qwen,FALSE,,,
file_00097,4,score_annotation_export/score_crops/file_00097_row_04.png,6.66444E+11,29,29,29,qwen,FALSE,,,
file_00097,5,score_annotation_export/score_crops/file_00097_row_05.png,0,1,1,1,qwen,FALSE,,,
file_00097,6,score_annotation_export/score_crops/file_00097_row_06.png,0,5,5,5,qwen,FALSE,,,
file_00097,7,score_annotation_export/score_crops/file_00097_row_07.png,0,9,9,9,qwen,FALSE,,,
file_00097,8,score_annotation_export/score_crops/file_00097_row_08.png,20200101,5,5,5,qwen,TRUE,low_box_conf,,
file_00097,9,score_annotation_export/score_crops/file_00097_row_09.png,255,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00097,10,score_annotation_export/score_crops/file_00097_row_10.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00098,0,score_annotation_export/score_crops/file_00098_row_00.png,1442323,14,14,14,qwen,TRUE,low_box_conf,,
file_00098,1,score_annotation_export/score_crops/file_00098_row_01.png,555,184,184,184,qwen,TRUE,qwen_raw_mismatch,,
file_00098,2,score_annotation_export/score_crops/file_00098_row_02.png,55595,24,24,24,qwen,FALSE,,,
file_00098,3,score_annotation_export/score_crops/file_00098_row_03.png,4442500,1,1,1,qwen,FALSE,,,
file_00098,4,score_annotation_export/score_crops/file_00098_row_04.png,2932391,29,29,29,qwen,FALSE,,,
file_00098,5,score_annotation_export/score_crops/file_00098_row_05.png,555000000,0,0,0,qwen,FALSE,,,
file_00099,0,score_annotation_export/score_crops/file_00099_row_00.png,28289202,2,2,2,qwen,FALSE,,,
file_00099,1,score_annotation_export/score_crops/file_00099_row_01.png,6.66342E+11,4,4,4,qwen,FALSE,,,
file_00099,2,score_annotation_export/score_crops/file_00099_row_02.png,2,2001,2001,2001,qwen,TRUE,qwen_raw_mismatch,,
file_00099,3,score_annotation_export/score_crops/file_00099_row_03.png,30379,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00099,4,score_annotation_export/score_crops/file_00099_row_04.png,5,5,5,5,qwen,FALSE,,,
file_00099,5,score_annotation_export/score_crops/file_00099_row_05.png,0,3,3,3,qwen,FALSE,,,
file_00099,6,score_annotation_export/score_crops/file_00099_row_06.png,0,2,2,2,qwen,FALSE,,,
file_00099,7,score_annotation_export/score_crops/file_00099_row_07.png,0,0,0,0,qwen,FALSE,,,
file_00099,8,score_annotation_export/score_crops/file_00099_row_08.png,303202211,27,27,27,qwen,TRUE,low_box_conf,,
file_00099,9,score_annotation_export/score_crops/file_00099_row_09.png,0,0,0,0,qwen,TRUE,low_box_conf,,
file_00099,10,score_annotation_export/score_crops/file_00099_row_10.png,,1,1,1,qwen,TRUE,low_box_conf,,
file_00100,0,score_annotation_export/score_crops/file_00100_row_00.png,0,0,0,0,qwen,TRUE,low_box_conf,,
file_00100,1,score_annotation_export/score_crops/file_00100_row_01.png,555952,94,94,94,qwen,TRUE,low_box_conf,,
file_00100,2,score_annotation_export/score_crops/file_00100_row_02.png,6,9,9,9,qwen,FALSE,,,
file_00100,3,score_annotation_export/score_crops/file_00100_row_03.png,500000000,1,1,1,qwen,FALSE,,,
file_00100,4,score_annotation_export/score_crops/file_00100_row_04.png,222,12,12,12,qwen,TRUE,qwen_raw_mismatch,,
file_00100,5,score_annotation_export/score_crops/file_00100_row_05.png,656111,1,1,1,qwen,FALSE,,,
file_00101,0,score_annotation_export/score_crops/file_00101_row_00.png,666202333,9999,9999,9999,qwen,FALSE,,,
file_00101,1,score_annotation_export/score_crops/file_00101_row_01.png,8800990,2,2,2,qwen,FALSE,,,
file_00101,2,score_annotation_export/score_crops/file_00101_row_02.png,20309,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00101,3,score_annotation_export/score_crops/file_00101_row_03.png,303202425,1,1,1,qwen,FALSE,,,
file_00101,4,score_annotation_export/score_crops/file_00101_row_04.png,66651500,2,2,2,qwen,FALSE,,,
file_00101,5,score_annotation_export/score_crops/file_00101_row_05.png,0,1920,1920,1920,qwen,FALSE,,,
file_00101,6,score_annotation_export/score_crops/file_00101_row_06.png,66645,109,109,109,qwen,FALSE,,,
file_00101,7,score_annotation_export/score_crops/file_00101_row_07.png,0,2,2,2,qwen,TRUE,qwen_raw_mismatch,,
file_00101,8,score_annotation_export/score_crops/file_00101_row_08.png,66659,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00101,9,score_annotation_export/score_crops/file_00101_row_09.png,0,7,7,7,qwen,FALSE,,,
file_00101,10,score_annotation_export/score_crops/file_00101_row_10.png,,1234,1234,1234,qwen,TRUE,low_box_conf,,
file_00102,0,score_annotation_export/score_crops/file_00102_row_00.png,8506,4,4,4,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00102,1,score_annotation_export/score_crops/file_00102_row_01.png,55561,179,179,179,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00102,2,score_annotation_export/score_crops/file_00102_row_02.png,66666,29,29,29,qwen,TRUE,low_box_conf,,
file_00102,3,score_annotation_export/score_crops/file_00102_row_03.png,333000000,1,1,1,qwen,TRUE,low_box_conf,,
file_00102,4,score_annotation_export/score_crops/file_00102_row_04.png,222,27,27,27,qwen,TRUE,qwen_raw_mismatch,,
file_00102,5,score_annotation_export/score_crops/file_00102_row_05.png,6665000,1,1,1,qwen,TRUE,low_box_conf,,
file_00103,0,score_annotation_export/score_crops/file_00103_row_00.png,22890,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00103,1,score_annotation_export/score_crops/file_00103_row_01.png,22890,12,12,12,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00103,2,score_annotation_export/score_crops/file_00103_row_02.png,4.44E+14,1,1,1,qwen,TRUE,low_box_conf,,
file_00103,3,score_annotation_export/score_crops/file_00103_row_03.png,525925,20,20,20,qwen,TRUE,low_box_conf,,
file_00103,4,score_annotation_export/score_crops/file_00103_row_04.png,3.03202E+11,1,1,1,qwen,TRUE,low_box_conf,,
file_00103,5,score_annotation_export/score_crops/file_00103_row_05.png,456202202,29,29,29,qwen,TRUE,low_box_conf,,
file_00103,6,score_annotation_export/score_crops/file_00103_row_06.png,4.49202E+11,0,0,0,qwen,TRUE,low_box_conf,,
file_00104,0,score_annotation_export/score_crops/file_00104_row_00.png,80101,143,143,143,qwen,FALSE,,,
file_00104,1,score_annotation_export/score_crops/file_00104_row_01.png,59,10,10,10,qwen,FALSE,,,
file_00104,2,score_annotation_export/score_crops/file_00104_row_02.png,332922,0,0,0,qwen,TRUE,low_box_conf,,
file_00104,3,score_annotation_export/score_crops/file_00104_row_03.png,25101112,2,2,2,qwen,TRUE,low_box_conf,,
file_00104,4,score_annotation_export/score_crops/file_00104_row_04.png,861415,1,1,1,qwen,TRUE,low_box_conf,,
file_00104,5,score_annotation_export/score_crops/file_00104_row_05.png,404101425,4,4,4,qwen,TRUE,low_box_conf,,
file_00104,6,score_annotation_export/score_crops/file_00104_row_06.png,55559,0,0,0,qwen,TRUE,low_box_conf,,
file_00104,7,score_annotation_export/score_crops/file_00104_row_07.png,5.55E+14,0,0,0,qwen,TRUE,low_box_conf,,
file_00104,8,score_annotation_export/score_crops/file_00104_row_08.png,6665910,32,32,32,qwen,TRUE,low_box_conf,,
file_00104,9,score_annotation_export/score_crops/file_00104_row_09.png,6.665E+12,99,99,99,qwen,TRUE,low_box_conf,,
file_00104,10,score_annotation_export/score_crops/file_00104_row_10.png,555007,1,1,1,qwen,TRUE,low_box_conf,,
file_00105,0,score_annotation_export/score_crops/file_00105_row_00.png,12000345,12,12,12,qwen,TRUE,low_box_conf,,
file_00105,1,score_annotation_export/score_crops/file_00105_row_01.png,404612,269,269,269,qwen,TRUE,low_box_conf,,
file_00105,2,score_annotation_export/score_crops/file_00105_row_02.png,401101,10,10,10,qwen,TRUE,low_box_conf,,
file_00105,3,score_annotation_export/score_crops/file_00105_row_03.png,40466,31,31,31,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00105,4,score_annotation_export/score_crops/file_00105_row_04.png,66667,5,5,5,qwen,TRUE,low_box_conf,,
file_00106,0,score_annotation_export/score_crops/file_00106_row_00.png,82,7,7,7,qwen,TRUE,qwen_raw_mismatch,,
file_00106,1,score_annotation_export/score_crops/file_00106_row_01.png,5559559,9,9,9,qwen,FALSE,,,
file_00106,2,score_annotation_export/score_crops/file_00106_row_02.png,555454,7,7,7,qwen,FALSE,,,
file_00106,3,score_annotation_export/score_crops/file_00106_row_03.png,19892010,9,9,9,qwen,FALSE,,,
file_00106,4,score_annotation_export/score_crops/file_00106_row_04.png,1.01E+14,1,1,1,qwen,FALSE,,,
file_00106,5,score_annotation_export/score_crops/file_00106_row_05.png,4E+15,2,2,2,qwen,FALSE,,,
file_00106,6,score_annotation_export/score_crops/file_00106_row_06.png,5.55E+14,9,9,9,qwen,FALSE,,,
file_00106,7,score_annotation_export/score_crops/file_00106_row_07.png,555444425,9,9,9,qwen,FALSE,,,
file_00106,8,score_annotation_export/score_crops/file_00106_row_08.png,555000000,9,9,9,qwen,FALSE,,,
file_00106,9,score_annotation_export/score_crops/file_00106_row_09.png,666000000,101,101,101,qwen,FALSE,,,
file_00107,0,score_annotation_export/score_crops/file_00107_row_00.png,81,3,3,3,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00107,1,score_annotation_export/score_crops/file_00107_row_01.png,206000000,305,305,305,qwen,TRUE,low_box_conf,,
file_00107,2,score_annotation_export/score_crops/file_00107_row_02.png,0,UNKNOWN,,,review_required,TRUE,low_box_conf|no_valid|qwen_unknown,,
file_00107,3,score_annotation_export/score_crops/file_00107_row_03.png,0,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00107,4,score_annotation_export/score_crops/file_00107_row_04.png,610,610,610,610,qwen,TRUE,low_box_conf,,
file_00107,5,score_annotation_export/score_crops/file_00107_row_05.png,10,3,3,3,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00108,0,score_annotation_export/score_crops/file_00108_row_00.png,65,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00108,1,score_annotation_export/score_crops/file_00108_row_01.png,777,214,214,214,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00108,2,score_annotation_export/score_crops/file_00108_row_02.png,660,12,12,12,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00108,3,score_annotation_export/score_crops/file_00108_row_03.png,9257695,7,7,7,qwen,TRUE,low_box_conf,,
file_00108,4,score_annotation_export/score_crops/file_00108_row_04.png,660450,17,17,17,qwen,TRUE,low_box_conf,,
file_00108,5,score_annotation_export/score_crops/file_00108_row_05.png,176,1,1,1,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00109,0,score_annotation_export/score_crops/file_00109_row_00.png,0,2,2,2,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00109,1,score_annotation_export/score_crops/file_00109_row_01.png,3.335E+12,3,3,3,qwen,FALSE,,,
file_00109,2,score_annotation_export/score_crops/file_00109_row_02.png,555452,9,9,9,qwen,FALSE,,,
file_00109,3,score_annotation_export/score_crops/file_00109_row_03.png,650,1,1,1,qwen,TRUE,qwen_raw_mismatch,,
file_00109,4,score_annotation_export/score_crops/file_00109_row_04.png,667,3,3,3,qwen,TRUE,qwen_raw_mismatch,,
file_00109,5,score_annotation_export/score_crops/file_00109_row_05.png,500706,2,2,2,qwen,FALSE,,,
file_00109,6,score_annotation_export/score_crops/file_00109_row_06.png,650,5,5,5,qwen,TRUE,qwen_raw_mismatch,,
file_00109,7,score_annotation_export/score_crops/file_00109_row_07.png,222,2,2,2,qwen,TRUE,qwen_raw_mismatch,,
file_00109,8,score_annotation_export/score_crops/file_00109_row_08.png,667450,2,2,2,qwen,FALSE,,,
file_00109,9,score_annotation_export/score_crops/file_00109_row_09.png,0,4,4,4,qwen,FALSE,,,
file_00110,0,score_annotation_export/score_crops/file_00110_row_00.png,55559425,3,3,3,qwen,FALSE,,,
file_00110,1,score_annotation_export/score_crops/file_00110_row_01.png,191,13,13,13,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00110,2,score_annotation_export/score_crops/file_00110_row_02.png,1,2,2,2,qwen,TRUE,qwen_raw_mismatch,,
file_00110,3,score_annotation_export/score_crops/file_00110_row_03.png,5.55E+14,1,1,1,qwen,FALSE,,,
file_00110,4,score_annotation_export/score_crops/file_00110_row_04.png,0,1,1,1,qwen,FALSE,,,
file_00110,5,score_annotation_export/score_crops/file_00110_row_05.png,802,2,2,2,qwen,TRUE,qwen_raw_mismatch,,
file_00110,6,score_annotation_export/score_crops/file_00110_row_06.png,55525000,0,0,0,qwen,FALSE,,,
file_00110,7,score_annotation_export/score_crops/file_00110_row_07.png,0,1,1,1,qwen,FALSE,,,
file_00110,8,score_annotation_export/score_crops/file_00110_row_08.png,122925,25,25,25,qwen,FALSE,,,
file_00110,9,score_annotation_export/score_crops/file_00110_row_09.png,0,0,0,0,qwen,TRUE,low_box_conf,,
file_00111,0,score_annotation_export/score_crops/file_00111_row_00.png,5655656,5,5,5,qwen,TRUE,low_box_conf,,
file_00111,1,score_annotation_export/score_crops/file_00111_row_01.png,222262,182,182,182,qwen,TRUE,low_box_conf,,
file_00111,2,score_annotation_export/score_crops/file_00111_row_02.png,0,10,10,10,qwen,TRUE,low_box_conf,,
file_00111,3,score_annotation_export/score_crops/file_00111_row_03.png,5555000,3,3,3,qwen,TRUE,low_box_conf,,
file_00111,4,score_annotation_export/score_crops/file_00111_row_04.png,5554595,8,8,8,qwen,TRUE,low_box_conf,,
file_00111,5,score_annotation_export/score_crops/file_00111_row_05.png,811,1,1,1,qwen,TRUE,low_box_conf|qwen_raw_mismatch,,
file_00112,0,score_annotation_export/score_crops/file_00112_row_00.png,777419,2,2,2,qwen,FALSE,,,
file_00112,1,score_annotation_export/score_crops/file_00112_row_01.png,66650005000,22,22,22,qwen,TRUE,low_box_conf,,
file_00112,2,score_annotation_export/score_crops/file_00112_row_02.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00112,3,score_annotation_export/score_crops/file_00112_row_03.png,5550101,1,1,1,qwen,TRUE,low_box_conf,,
file_00112,4,score_annotation_export/score_crops/file_00112_row_04.png,5.555E+12,10,10,10,qwen,FALSE,,,
file_00112,5,score_annotation_export/score_crops/file_00112_row_05.png,0,0,0,0,qwen,FALSE,,,
file_00112,6,score_annotation_export/score_crops/file_00112_row_06.png,565425,0,0,0,qwen,FALSE,,,
file_00112,7,score_annotation_export/score_crops/file_00112_row_07.png,666902,1,1,1,qwen,TRUE,low_box_conf,,
file_00112,8,score_annotation_export/score_crops/file_00112_row_08.png,7752000000,29,29,29,qwen,FALSE,,,
file_00112,9,score_annotation_export/score_crops/file_00112_row_09.png,4.015E+11,0,0,0,qwen,FALSE,,,
file_00112,10,score_annotation_export/score_crops/file_00112_row_10.png,0,1,1,1,qwen,TRUE,low_box_conf,,
file_00113,0,score_annotation_export/score_crops/file_00113_row_00.png,445612,14,14,14,qwen,FALSE,,,
file_00113,1,score_annotation_export/score_crops/file_00113_row_01.png,0,306,306,306,qwen,FALSE,,,
file_00113,2,score_annotation_export/score_crops/file_00113_row_02.png,55595,98,98,98,qwen,FALSE,,,
file_00113,3,score_annotation_export/score_crops/file_00113_row_03.png,1000000000,1,1,1,qwen,FALSE,,,
file_00113,4,score_annotation_export/score_crops/file_00113_row_04.png,456000000,5,5,5,qwen,FALSE,,,
file_00114,0,score_annotation_export/score_crops/file_00114_row_00.png,333332425,20,20,20,qwen,FALSE,,,
file_00114,1,score_annotation_export/score_crops/file_00114_row_01.png,84040,9,9,9,qwen,FALSE,,,
file_00114,2,score_annotation_export/score_crops/file_00114_row_02.png,4565956,2,2,2,qwen,FALSE,,,
file_00114,3,score_annotation_export/score_crops/file_00114_row_03.png,5555000425,0,0,0,qwen,FALSE,,,
